MAGNET_X, TEMP_HUM_timestamp, MAGNET_Z, MAGNET_Y, ACC_Y, ACC_X, GYRO_Y_timestamp, ACC_Z, PRESSURE, MAGNET_Y_timestamp, GYRO_X_timestamp, ACC_Y_timestamp, TEMP_PRESS, TEMP_PRESS_timestamp, TEMP_HUM, HUMIDITY, MAGNET_Z_timestamp, PRESSURE_timestamp, MAGNET_X_timestamp, ACC_X_timestamp, GYRO_Z_timestamp, HUMIDITY_timestamp, assetName, ACC_Z_timestamp, GYRO_X, GYRO_Y, GYRO_Z
3.1837447, 1645622625687, 13.931253, -28.38014, 0.0043640267, 0.16315661, 1645622625687, 0.98551005, 997.9778, 1645622625687, 1645622625687, 1645622625687, 34.7625, 1645622625687, 36.281677, 21.020569, 1645622625687, 1645622625687, 1645622625687, 1645622625687, 1645622625687, 1645622625687, asset-sensehat, 1645622625687, 0.95579654, 0.069236815, -0.050097812
3.0796607, 1645622625940, 13.822731, -28.408981, 0.008000716, 0.15465887, 1645622625940, 0.98551005, 998.0515, 1645622625940, 1645622625940, 1645622625940, 34.764584, 1645622625940, 36.281677, 20.906452, 1645622625940, 1645622625940, 1645622625940, 1645622625940, 1645622625940, 1645622625940, asset-sensehat, 1645622625940, -0.97473335, -0.06801508, 0.05223584
3.035334, 1645622626194, 13.9152775, -28.4311, 0.005576256, 0.16145706, 1645622626194, 0.984779, 997.9573, 1645622626193, 1645622626194, 1645622626193, 34.75833, 1645622626194, 36.281677, 20.756676, 1645622626193, 1645622626193, 1645622626193, 1645622626194, 1645622626194, 1645622626193, asset-sensehat, 1645622626194, 0.9985571, 0.06832051, -0.053763006
3.0050402, 1645622626440, 13.83837, -28.385654, 0.005576256, 0.16412778, 1645622626440, 0.98599744, 998.0242, 1645622626440, 1645622626440, 1645622626440, 34.752083, 1645622626440, 36.245033, 20.856527, 1645622626440, 1645622626440, 1645622626440, 1645622626440, 1645622626440, 1645622626440, asset-sensehat, 1645622626440, -1.0086364, -0.07534547, 0.053763006
3.0541842, 1645622626689, 13.927014, -28.386337, 0.0075158235, 0.15174536, 1645622626689, 0.99257725, 998.0144, 1645622626689, 1645622626689, 1645622626689, 34.752083, 1645622626689, 36.26336, 20.728148, 1645622626689, 1645622626689, 1645622626689, 1645622626689, 1645622626689, 1645622626689, asset-sensehat, 1645622626689, 0.98633975, 0.076261766, -0.052541275
3.0660012, 1645622626927, 13.566428, -28.349804, 0.0024244592, 0.15927193, 1645622626927, 0.9674765, 997.9568, 1645622626927, 1645622626927, 1645622626927, 34.745834, 1645622626927, 36.26336, 20.845829, 1645622626927, 1645622626927, 1645622626927, 1645622626927, 1645622626927, 1645622626927, asset-sensehat, 1645622626927, -1.0061928, -0.06465533, 0.043072864
3.1200876, 1645622627170, 13.466406, -28.325354, 0.008243161, 0.16315661, 1645622627170, 0.984779, 998.074, 1645622627170, 1645622627170, 1645622627170, 34.74167, 1645622627170, 36.19007, 20.852962, 1645622627170, 1645622627170, 1645622627169, 1645622627170, 1645622627170, 1645622627170, asset-sensehat, 1645622627170, 1.0504806, 0.06679335, -0.03696421
3.2630396, 1645622627419, 13.644781, -28.231205, 0.0046064723, 0.16218545, 1645622627419, 0.992821, 998.0403, 1645622627419, 1645622627419, 1645622627419, 34.739582, 1645622627419, 36.245033, 20.828, 1645622627419, 1645622627419, 1645622627419, 1645622627419, 1645622627419, 1645622627419, asset-sensehat, 1645622627419, 1.0999607, 0.09703118, -0.039102238
3.1654344, 1645622627666, 13.833517, -28.322645, 0.0014546755, 0.16946922, 1645622627666, 0.98307306, 998.0603, 1645622627666, 1645622627666, 1645622627666, 34.74167, 1645622627666, 36.20839, 20.731714, 1645622627666, 1645622627666, 1645622627666, 1645622627666, 1645622627666, 1645622627666, asset-sensehat, 1645622627666, 1.0150504, 0.0756509, -0.042767428
3.0012677, 1645622627914, 14.159664, -28.322117, 0.027881281, 0.13693501, 1645622627914, 0.91678756, 998.01807, 1645622627914, 1645622627914, 1645622627914, 34.75, 1645622627914, 36.281677, 20.888622, 1645622627914, 1645622627914, 1645622627914, 1645622627914, 1645622627914, 1645622627914, asset-sensehat, 1645622627914, 1.1738755, 0.01975673, -0.013445899
2.9946573, 1645622628162, 14.298152, -28.348072, 0.0033942428, 0.16461337, 1645622628162, 0.9945268, 998.0166, 1645622628162, 1645622628162, 1645622628162, 34.75, 1645622628162, 36.245033, 20.927849, 1645622628162, 1645622628162, 1645622628162, 1645622628162, 1645622628162, 1645622628162, asset-sensehat, 1645622628162, 0.95640737, 0.05701951, -0.041851133
3.0417519, 1645622628409, 14.089853, -28.422531, 2.4244592E-4, 0.17262553, 1645622628409, 0.9357959, 998.0095, 1645622628409, 1645622628409, 1645622628409, 34.75833, 1645622628409, 36.226715, 20.692486, 1645622628409, 1645622628409, 1645622628409, 1645622628409, 1645622628409, 1645622628409, asset-sensehat, 1645622628409, 1.0275732, 0.09122796, -0.04368373
2.988314, 1645622628658, 14.102313, -28.452007, 0.005818702, 0.16000031, 1645622628658, 1.001594, 998.0261, 1645622628658, 1645622628658, 1645622628658, 34.7625, 1645622628658, 36.281677, 21.052662, 1645622628658, 1645622628658, 1645622628658, 1645622628658, 1645622628658, 1645622628658, asset-sensehat, 1645622628658, -1.0025277, -0.09214426, 0.043378294
3.0041642, 1645622628912, 13.869167, -28.585506, 0.0075158235, 0.15660122, 1645622628912, 0.9762496, 998.0486, 1645622628912, 1645622628912, 1645622628912, 34.766666, 1645622628912, 36.281677, 21.077625, 1645622628912, 1645622628912, 1645622628912, 1645622628912, 1645622628912, 1645622628912, asset-sensehat, 1645622628912, 0.86966455, 0.117495164, -0.04887608
3.116522, 1645622629163, 13.974083, -28.623886, 0.008243161, 0.16169986, 1645622629163, 0.99330837, 997.9817, 1645622629163, 1645622629163, 1645622629163, 34.77292, 1645622629163, 36.31832, 21.259497, 1645622629163, 1645622629163, 1645622629163, 1645622629163, 1645622629163, 1645622629163, asset-sensehat, 1645622629163, -0.81896275, -0.13948631, 0.050708678
3.154245, 1645622629408, 14.010914, -28.54386, 0.0077582696, 0.15344492, 1645622629408, 0.98551005, 997.9729, 1645622629408, 1645622629408, 1645622629408, 34.779167, 1645622629408, 36.300003, 20.813734, 1645622629408, 1645622629408, 1645622629408, 1645622629408, 1645622629408, 1645622629408, asset-sensehat, 1645622629408, 0.7755913, 0.15872857, -0.04979238
3.21412, 1645622629658, 14.207837, -28.620108, 0.005818702, 0.16072868, 1645622629658, 0.98209834, 998.0232, 1645622629658, 1645622629658, 1645622629658, 34.783333, 1645622629658, 36.354965, 20.860092, 1645622629658, 1645622629658, 1645622629658, 1645622629658, 1645622629658, 1645622629658, asset-sensehat, 1645622629658, -0.7028983, -0.1636155, 0.04979238
